SequenceID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Species_Hypotheis	Confidence.x	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	Gamily	assignment
ASV2668	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	NA	0.8929450	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	NA	Aspergillus
ASV2671	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_mollusca	sSH1173025.09FU	0.7708904	Trechispora	1CB1CC1A-36B9-11D5-9548-00D0592D548C	18664	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).; Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	NA	Trechispora_mollusca
ASV2672	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_domesticum	sSH4360727.09FU	0.9745091	Cladosporiaceae	6EDCD6E4-DE4D-443D-AF6B-A572F626BD45	816548	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	NA	Cladosporium_domesticum
ASV2674	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	Erythrobasidium_hasegawae	sSH0918842.09FU	0.9350538	Erythrobasidium	10CFACC8-EC30-446D-8655-EE8E62F117D9	11244	13	Pathotroph-Saprotroph	|Fungal Parasite|-Undefined Saprotroph	Possible	Yeast	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020)	Sugiyama J, Hamamoto M. 1998. The Yeasts 4:654-655 ((https://doi.org/10.1016/B978-044481312-1/50086-1)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	NA	Erythrobasidium_hasegawae
ASV2675	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia_tremellosa	sSH0880595.09FU	1.0000000	Meruliaceae	9E12B0B5-1D82-4978-AF3D-6EC22C257619	89005	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Corticioid-Polyporoid	NULL	Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Phlebia_tremellosa
ASV2678	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	NA	sSH1076410.09FU	0.9930001	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	NA	Hypomyces
ASV2681	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA	sSH1304514.09FU	0.7153306	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Peniophoraceae
ASV2683	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	NA	NA	sSH1095192.09FU	0.9999959	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	NA	Agaricales_fam_Incertae_sedis
ASV2685	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	NA	0.9560455	Didymellaceae	F971F4FB-F68A-481E-B5F1-2BF2B753AA5D	508292	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	NA	Didymellaceae
ASV2686	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ambarignomonia	Ambarignomonia_petiolorum	sSH1271730.09FU	0.7370397	Gnomoniaceae	F36F48E8-C228-4922-8DB6-AE905CA55412	80810	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Most species are saprobes or endophytes in leaves and bark, but a few are neurotrophic pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Ambarignomonia_petiolorum
ASV2688	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_basi-inflatum	sSH4360527.09FU	0.9889849	Cladosporiaceae	6EDCD6E4-DE4D-443D-AF6B-A572F626BD45	816548	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	NA	Cladosporium_basi-inflatum
ASV2692	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	NA	NA	NA	0.9999995	Omphalotaceae	78880629-B2DA-4EE9-B0E8-1DF58A0F98B9	81085	9	Saprotroph	Wood Saprotroph	Probable	Agaricoid	White Rot	Saprobic, causing white rots of dead wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Omphalotaceae
ASV2693	Fungi	NA	NA	NA	NA	NA	NA	NA	0.9800997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV2694	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	NA	NA	0.7614988	Chaetomiaceae	1CB1CCE0-36B9-11D5-9548-00D0592D548C	80582	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275));  Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))	NA	Humicola
ASV2695	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	NA	0.9999999	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	NA	Aspergillus
ASV2698	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor	sSH1122493.09FU	0.9823458	Polyporaceae	1CB19B17-36B9-11D5-9548-00D0592D548C	81203	9	Saprotroph	Wood Saprotroph	Probable	Polyporoid	Brown Rot-White Rot	Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Trametes_versicolor
ASV2700	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Vuilleminia	NA	sSH1265472.09FU	0.9999994	Vuilleminia	1CB1CC74-36B9-11D5-9548-00D0592D548C	18743	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); As wood_pathogen (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	NA	Vuilleminia
ASV2704	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_aethiopicum	sSH1127107.09FU	0.8329031	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	NA	Penicillium_aethiopicum
ASV2706	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	sSH1267265.09FU	0.9984105	Ceratobasidiaceae	1CB1CCDC-36B9-11D5-9548-00D0592D548C	80572	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Ceratobasidiaceae
ASV2707	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum_commune	NA	0.9999949	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	NA	Schizophyllum_commune
ASV2708	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Clarireedia	Clarireedia_bennettii	sSH0919309.09FU	0.9979440	Sclerotiniaceae	1CB1A350-36B9-11D5-9548-00D0592D548C	81363	9	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	Primarily necrotrophs, infecting roots, leaves, fruits, seeds, etc. and causing moulds, damping off etc. Sclerotia often overwinter and can survive for long periods in soil (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Clarireedia_bennettii
ASV2709	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Burgoa	Burgoa_verzuoliana	sSH1249937.09FU	1.0000000	Burgoa	3D022F63-75EE-4255-A657-0A099AF78896	7457	13	Pathotroph	|Lichen Parasite|	Probable	Microfungus	NULL	Decay fungal material, algal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	NA	Burgoa_verzuoliana
ASV2712	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	NA	NA	sSH0984118.09FU	0.7281658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Capnodiales_fam_Incertae_sedis
ASV2713	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	NA	NA	sSH0984121.09FU	0.8369821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Capnodiales_fam_Incertae_sedis
ASV2714	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	NA	0.9983818	Didymellaceae	F971F4FB-F68A-481E-B5F1-2BF2B753AA5D	508292	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	NA	Didymellaceae
ASV2716	Fungi	Basidiomycota	Agaricomycetes	NA	Agaricomycetes_fam_Incertae_sedis	NA	NA	sSH0919881.09FU	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes_fam_Incertae_sedis
ASV2717	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA	sSH1165054.09FU	0.9659346	Ceratobasidiaceae	1CB1CCDC-36B9-11D5-9548-00D0592D548C	80572	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Ceratobasidium
ASV2719	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	NA	0.9999969	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	NA	Aspergillus
ASV2720	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	NA	0.9606294	Didymellaceae	F971F4FB-F68A-481E-B5F1-2BF2B753AA5D	508292	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	NA	Didymellaceae
ASV2725	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Alboefibula	Alboefibula_gracilis	sSH1217077.09FU	0.8097469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Alboefibula_gracilis
ASV2726	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA	NA	0.9976907	Cladosporiaceae	6EDCD6E4-DE4D-443D-AF6B-A572F626BD45	816548	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	NA	Cladosporium
ASV2728	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia	Mycoacia_nothofagi	sSH1264936.09FU	0.9802776	Meruliaceae	9E12B0B5-1D82-4978-AF3D-6EC22C257619	89005	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Corticioid-Polyporoid	NULL	Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Mycoacia_nothofagi
ASV2729	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	sSH1102553.09FU	0.9999953	Malassezia restricta	0ED4066F-EEFE-46DE-95EC-94452E61766B	437921	20	Pathotroph	Animal Pathogen	Probable	NULL	NULL	Opportunistic human pathogen	https://www.cdc.gov ((https://www.cdc.gov))	NA	Malassezia_restricta
ASV2731	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Trichaptum	NA	sSH1063622.09FU	0.9999994	Trichaptum	1CB1CC20-36B9-11D5-9548-00D0592D548C	18675	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Polyporoid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	NA	Trichaptum
ASV2732	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	NA	sSH0879290.09FU	0.9626541	Sistotrema	1CB1CB70-36B9-11D5-9548-00D0592D548C	18551	13	Saprotroph-Symbiotroph	Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph	Possible	Corticioid	White Rot	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).	NA	Sistotrema
ASV2733	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Lilapila	Lilapila_jurana	sSH1106504.09FU	0.8399063	Orbiliaceae	1CB19716-36B9-11D5-9548-00D0592D548C	81091	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	NA	Lilapila_jurana
ASV2734	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA	NA	0.9818322	Didymellaceae	F971F4FB-F68A-481E-B5F1-2BF2B753AA5D	508292	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))	NA	Didymellaceae
