SequenceID	kingdom	phylum	class	order	family	genus	species	assignment	species_hypothesis	Confidence.x	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	assignment.1
ASV1550	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella_phaffii	Komagataella_phaffii	sSH1005220.09FU	0.9958330	Saccharomycetales	B73A15F4-AB90-4E11-B6D7-E0BE710B986C	816369	7	Saprotroph	Undefined Saprotroph	Possible	Yeast	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Komagataella_phaffii
ASV1551	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Perenniporia	Perenniporia_narymica	Perenniporia_narymica	sSH1068546.09FU	0.9999805	Polyporaceae	1CB19B17-36B9-11D5-9548-00D0592D548C	81203	9	Saprotroph	Wood Saprotroph	Probable	Polyporoid	Brown Rot-White Rot	Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Perenniporia_narymica
ASV1552	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	NA	Ramularia	NA	0.9655851	Mycosphaerellaceae	1CB1CD75-36B9-11D5-9548-00D0592D548C	81043	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Ramularia
ASV1553	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Aspergillus	NA	0.9888000	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillus
ASV1554	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	NA	0.9979949	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV1555	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA	Clitocybe	NA	0.7548352	Tricholomataceae	008764C7-3F16-4577-B343-C50EF7B78211	81487	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Clitocybe
ASV1556	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Sidera	NA	Sidera	sSH1110195.09FU	0.9999999	Sidera	97B47272-365F-4F6A-8BF6-A4ACD4016A3C	516944	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Sidera
ASV1557	Fungi	Basidiomycota	Agaricomycetes	NA	Xenasmataceae	Xenasmatella	NA	Xenasmatella	NA	0.9995685	Xenasmatella	1CB1CC85-36B9-11D5-9548-00D0592D548C	18756	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Xenasmatella
ASV1558	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides	Aspergillus_penicillioides	NA	0.8910780	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillus_penicillioides
ASV1559	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	NA	Trametes	NA	0.9507455	Polyporaceae	1CB19B17-36B9-11D5-9548-00D0592D548C	81203	9	Saprotroph	Wood Saprotroph	Probable	Polyporoid	Brown Rot-White Rot	Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Trametes
ASV1560	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	sSH1258659.09FU	0.9988849	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV1561	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_hiemalis	Mucor_hiemalis	sSH1270676.09FU	0.9982754	Mucorales	E9EACC48-A88C-44D4-86AF-465FE43B31FA	816394	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Mucor_hiemalis
ASV1562	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA	Aspergillus	NA	0.7238817	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillus
ASV1563	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	Agaricomycetes	NA	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes
ASV1564	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Penicillium	NA	0.9208394	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Penicillium
ASV1565	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Tubulicrinis	NA	Tubulicrinis	sSH1119855.09FU	0.9937041	Tubulicrinis	1CB1A87B-36B9-11D5-9548-00D0592D548C	18693	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Tubulicrinis
ASV1566	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	NA	NA	Irpicaceae	sSH1142622.09FU	0.9069534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Irpicaceae
ASV1567	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	NA	Peniophora	NA	0.8823403	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophora
ASV1568	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	Agaricomycetes	NA	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes
ASV1569	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	NA	NA	Pseudeurotiaceae	NA	0.9994134	Pseudeurotiaceae	1CB1CDAD-36B9-11D5-9548-00D0592D548C	81222	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on woody tissue and rotting vegetation, often isolated from soil (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Pseudeurotiaceae
ASV1570	Fungi	Basidiomycota	Agaricomycetes	NA	Xenasmataceae	Xenasmatella	NA	Xenasmatella	NA	0.9997734	Xenasmatella	1CB1CC85-36B9-11D5-9548-00D0592D548C	18756	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Xenasmatella
ASV1571	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Incrustoporiaceae	Skeletocutis	Skeletocutis_calida	Skeletocutis_calida	sSH1224729.09FU	1.0000000	Skeletocutis	1CB1A2C9-36B9-11D5-9548-00D0592D548C	18554	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Polyporoid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Skeletocutis_calida
ASV1572	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia_chinensis	Fuscoporia_chinensis	sSH1189814.09FU	0.9999008	Hymenochaetaceae	CC29D6F9-5984-496D-97E7-42EB138C1FEE	536196	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Fuscoporia_chinensis
ASV1573	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Ceriporia	Ceriporia_aurantiocarnescens	Ceriporia_aurantiocarnescens	sSH1049357.09FU	1.0000000	Ceriporia	1CB1C611-36B9-11D5-9548-00D0592D548C	17267	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Ceriporia_aurantiocarnescens
ASV1574	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Scytinostroma	NA	Scytinostroma	sSH1235897.09FU	0.9987758	Lachnocladiaceae	1CB1CD49-36B9-11D5-9548-00D0592D548C	80924	9	Saprotroph	Wood Saprotroph	Probable	Coraloid-Corticioid	NULL	On decaying coniferous or broadleaved wood, sometimes on herbaceous stems, presumably saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Scytinostroma
ASV1575	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella_zeae	Hannaella_zeae	sSH1003232.09FU	0.9049605	Tremellales	1CB1CE64-36B9-11D5-9548-00D0592D548C	90451	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Hannaella_zeae
ASV1576	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	sSH1084309.09FU	0.9492899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1577	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia_tropicalis	Wallemia_tropicalis	sSH0958499.09FU	0.9930600	Wallemia	1AFF3730-16EA-11D6-BEBB-00508BCA8DE8	10428	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	Decay sugar-rich substrates (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Wallemia_tropicalis
ASV1578	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_microporoides	Hyphoderma_microporoides	sSH1211468.09FU	0.9967803	Hyphoderma	1CB18E22-36B9-11D5-9548-00D0592D548C	17823	13	 Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Hyphoderma_microporoides
ASV1579	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Baeospora	Baeospora_myosura	Baeospora_myosura	sSH1044662.09FU	0.9812456	Tricholomataceae	008764C7-3F16-4577-B343-C50EF7B78211	81487	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Baeospora_myosura
ASV1580	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	NA	NA	Trichomeriaceae	NA	0.9660170	Trichomeriaceae	B366E4F5-4360-49B3-BA47-86698B5D3511	800935	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))	Trichomeriaceae
ASV1581	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Penicillium	NA	0.8289605	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Penicillium
ASV1582	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_brinkmannii	Sistotrema_brinkmannii	sSH1208562.09FU	0.9824849	Sistotrema	1CB1CB70-36B9-11D5-9548-00D0592D548C	18551	13	Saprotroph-Symbiotroph	Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph	Possible	Corticioid	White Rot	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).	Sistotrema_brinkmannii
ASV1583	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	Agaricomycetes	sSH1144327.09FU	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes
ASV1584	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA	Capnodiales	sSH0984121.09FU	0.8646886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Capnodiales
ASV1585	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	NA	Rhizophlyctis	sSH1067598.09FU	0.9999952	Rhizophlyctis	1CB1CAF8-36B9-11D5-9548-00D0592D548C	20483	13	Pathotroph-Saprotroph	Algal Parasite-|Plant Saprotroph|-Undefined Saprotroph	Probable	Chytrid-Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed, algal material (Põlme et al. 2020)	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Rhizophlyctis
ASV1586	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	NA	Stereum	NA	0.8630860	Stereaceae	1CB1CDDC-36B9-11D5-9548-00D0592D548C	81424	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Stereum
ASV1587	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	NA	Symmetrospora	NA	0.9972402	Symmetrospora	087AD0E3-3941-4D4D-B6AD-C4299E0B7B7F	813117	13	Saprotroph-Symbiotroph	|Epiphyte|-Plant Saprotroph	Probable	Yeast	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Symmetrospora
ASV1588	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	Hyphoderma_litschaueri	Hyphoderma_litschaueri	sSH1311019.09FU	1.0000000	Hyphoderma	1CB18E22-36B9-11D5-9548-00D0592D548C	17823	13	 Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Hyphoderma_litschaueri
ASV1589	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	NA	NA	Pezizellaceae	sSH1030577.09FU	0.8724673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pezizellaceae
ASV1590	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	sSH1224743.09FU	0.9995812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV1591	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA	Teratosphaeriaceae	sSH0960680.09FU	0.9972424	Teratosphaeriaceae	87A3FDCC-E75C-4F2E-B987-C7579847CE32	504465	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)	Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))	Teratosphaeriaceae
ASV1592	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Tubulicrinis	Tubulicrinis_accedens	Tubulicrinis_accedens	sSH1260157.09FU	0.9972197	Tubulicrinis	1CB1A87B-36B9-11D5-9548-00D0592D548C	18693	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Tubulicrinis_accedens
ASV1593	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	NA	0.9293772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV1594	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	sSH1004279.09FU	0.8658369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1595	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Rhizosphaera	NA	Rhizosphaera	sSH1240383.09FU	0.9798277	Dothideaceae	1CB1884B-36B9-11D5-9548-00D0592D548C	80715	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on plant tissue (Cannon & Kirk 2017)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Rhizosphaera
ASV1596	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA	Toxicocladosporium	NA	0.9998569	Cladosporiaceae	6EDCD6E4-DE4D-443D-AF6B-A572F626BD45	816548	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))	Toxicocladosporium
ASV1597	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Rhizosphaera	NA	Rhizosphaera	sSH1240383.09FU	0.9791780	Dothideaceae	1CB1884B-36B9-11D5-9548-00D0592D548C	80715	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Biotrophic, necrotrophic or saprobic on plant tissue (Cannon & Kirk 2017)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Rhizosphaera
ASV1598	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	Sordariomycetes	NA	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sordariomycetes
ASV1599	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	NA	Exidia	sSH0939870.09FU	0.9999947	Exidia	1CB18A1B-36B9-11D5-9548-00D0592D548C	17572	13	Saprotroph-Symbiotroph	Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|	Probable	Tremelloid	NULL	As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Decay wood, leaf, fruit, seed (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Exidia
ASV1600	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA	Aspergillaceae	NA	0.9998048	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillaceae
ASV1601	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Efibula	Efibula_yunnanensis	Efibula_yunnanensis	sSH1142679.09FU	0.7247538	Efibula	6C1A6E62-4DC4-48A2-9AAB-9F5D195E0BB5	25473	13	Saprotroph	|Wood Saprotroph|	Possible	Corticioid-Microfungus	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Floudas D, Hibbett DS. 2015. British Mycological Society 119:679-719 ((https://doi.org/10.1016/j.funbio.2015.04.003)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Efibula_yunnanensis
