"","qseqid","kingdom","phylum","class","order","family","genus","species","assignment","species_hypothesis","Confidence.x","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","assignment.1","Kingdom","Phylum","Class","Order","Family","Genus","Species","n_100_hits","Match_Type","matched_sseqids","Species_Agreement","Genus_Agreement","Family_Agreement","Order_Agreement","Class_Agreement","Phylum_Agreement"
"852","ASV852","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Aporpiaceae","Elmerina","Elmerina_caryae","Elmerina_caryae","sSH1300748.09FU","1.0000000","Elmerina","1CB186F5-36B9-11D5-9548-00D0592D548C","17548","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Elmerina_caryae","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Aporpiaceae","Elmerina","Elmerina_caryae",2,"Multiple 100% matches","ASV1232;ASV2372","Match","Match","Match","Match","Match","Match"
"853","ASV853","Fungi","Basidiomycota","Agaricomycetes","Sistotremastrales","Sistotremastraceae","Sistotremastrum","Sistotremastrum_guttuliferum","Sistotremastrum_guttuliferum","sSH0893878.09FU","0.9997642","Sistotremastrum","091F1714-D38C-4FB2-A0F9-84225773BCBE","18553","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Sistotremastrum_guttuliferum","Fungi","Basidiomycota","Agaricomycetes","Sistotremastrales","Sistotremastraceae","Sistotremastrum","Sistotremastrum_guttuliferum",4,"Multiple 100% matches","ASV1432;ASV4068;ASV553;ASV6794","Match","Match","Match","Match","Match","Match"
"854","ASV854","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia",NA,"Neodevriesia","sSH0960604.09FU","0.7453567","Neodevriesiaceae","F8168581-D82E-4A75-9190-C7925084B4CA","807766","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)","Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))","Neodevriesia","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia",NA,1,"Unique 100% match","ASV1324",NA,"Match","Match","Match","Match","Match"
"856","ASV856","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phlebiopsis","Phlebiopsis_gigantea","Phlebiopsis_gigantea",NA,"0.9999051","Phlebiopsis","1CB1C9FB-36B9-11D5-9548-00D0592D548C","25478","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Phlebiopsis_gigantea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phlebiopsis","Phlebiopsis_gigantea",1,"Unique 100% match","ASV996","Match","Match","Match","Match","Match","Match"
"858","ASV858","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",NA,"Trechispora","sSH1260126.09FU","0.9884432","Trechispora","1CB1CC1A-36B9-11D5-9548-00D0592D548C","18664","13","Saprotroph","|Wood Saprotroph|","Highly Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).; Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Trechispora","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",NA,3,"Multiple 100% matches","ASV3967;ASV597;ASV675",NA,"Match","Match","Match","Match","Match"
"860","ASV860","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_xishuangbannaensis","Curvularia_xishuangbannaensis","sSH3803098.09FU","0.8685277","Pleosporaceae","1CB1CDA2-36B9-11D5-9548-00D0592D548C","81188","9","Pathotroph-Saprotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))","Curvularia_xishuangbannaensis","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_xishuangbannaensis",1,"Unique 100% match","ASV3955","Match","Match","Match","Match","Match","Match"
"861","ASV861","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_acanthocystis","Phlebia_acanthocystis",NA,"0.9998346","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phlebia_acanthocystis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_acanthocystis",3,"Multiple 100% matches","ASV455;ASV6259;ASV8111","Match","Match","Match","Match","Match","Match"
"864","ASV864","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_curtisii","Hymenochaete_curtisii","sSH1027062.09FU","0.9974509","Hymenochaetaceae","CC29D6F9-5984-496D-97E7-42EB138C1FEE","536196","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Wood Saprotroph","Probable","Corticioid-Polyporoid","NULL","Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Hymenochaete_curtisii","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_curtisii",2,"Multiple 100% matches","ASV5134;ASV5508","Match","Match","Match","Match","Match","Match"
"866","ASV866","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus","Physisporinus_vitreus","Physisporinus_vitreus","sSH1257021.09FU","0.9999520","Meripilaceae","1CB1CD64-36B9-11D5-9548-00D0592D548C","80007","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Polyporoid","NULL","Saprobic or parasitic on hardwood trees, often growing from buried roots and causing white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Physisporinus_vitreus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus","Physisporinus_vitreus",2,"Multiple 100% matches","ASV4915;ASV8282","Match","Match","Match","Match","Match","Match"
"868","ASV868","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys",NA,"Blastobotrys","sSH0998061.09FU","0.9999998","Saccharomycetales","B73A15F4-AB90-4E11-B6D7-E0BE710B986C","816369","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Blastobotrys","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys",NA,1,"Unique 100% match","ASV690",NA,"Match","Match","Match","Match","Match"
"869","ASV869","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae","Meira",NA,"Meira","sSH0916710.09FU","1.0000000","Brachybasidiaceae","1CB1CE8F-36B9-11D5-9548-00D0592D548C","80532","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Biotrophic or necrotrophic on leaves of monocots, including palms, grasses, sedges, and Commelinaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Meira","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Brachybasidiaceae","Meira",NA,1,"Unique 100% match","ASV5974",NA,"Match","Match","Match","Match","Match"
"870","ASV870","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia",NA,"Metschnikowia",NA,"0.7933915","Saccharomycetales","B73A15F4-AB90-4E11-B6D7-E0BE710B986C","816369","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Metschnikowia","Fungi",NA,NA,NA,NA,NA,NA,1,"Unique 100% match","ASV4498",NA,NA,NA,NA,NA,NA
"876","ASV876","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium",NA,"0.9498435","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_aethiopicum",1,"Unique 100% match","ASV135",NA,"Match","Match","Match","Match","Match"
"878","ASV878","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Pseudorobillarda",NA,"Pseudorobillarda","sSH0945263.09FU","0.9904134","Pseudorobillarda","9656EB28-92AD-4DDF-8E40-1961377B8D6F","9607","13","Pathotroph-Saprotroph","Lichen Parasite-|Wood Saprotroph|","Probable","Microfungus","NULL","Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Pseudorobillarda","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Pseudorobillarda",NA,1,"Unique 100% match","ASV2854",NA,"Match",NA,"Match","Match","Match"
"880","ASV880","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,"Curvibasidium","Curvibasidium_nothofagi","Curvibasidium_nothofagi","sSH4353328.09FU","0.9890765","Curvibasidium","8D75B8D4-E5F1-489F-8195-04882306F62D","28863","13","Saprotroph-Symbiotroph","Epiphyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|","Possible","Dimorphic-Microfungus","NULL","As litter_saprotroph (Põlme et al. 2020); Decay wood, leaf, fruit, seed, soil (Põlme et al. 2020)","Sampaio JP, et al. 2004. International Journal of Systematic and Evolutionary Microbiology 54:1401-1407 ((https://doi.org/10.1099/ijs.0.03037-0)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Curvibasidium_nothofagi","Fungi","Basidiomycota","Microbotryomycetes",NA,NA,NA,NA,1,"Unique 100% match","ASV6795",NA,NA,NA,NA,"Match","Match"
"883","ASV883","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae",NA,NA,"Fomitopsidaceae","sSH1209279.09FU","0.9999999","Fomitopsidaceae","1CB1CD22-36B9-11D5-9548-00D0592D548C","81772","9","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Probable","Polyporoid","Brown Rot","Most species are parasitic on woody plants, causing brown rots (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Fomitopsidaceae","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae",NA,NA,1,"Unique 100% match","ASV1271",NA,NA,"Match","Match","Match","Match"
"889","ASV889","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria_pseudotrichia","Nectria_pseudotrichia","sSH1268680.09FU","0.9999997","Nectriaceae","1CB1CD7A-36B9-11D5-9548-00D0592D548C","81059","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))","Nectria_pseudotrichia","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Nectria_pseudotrichia",1,"Unique 100% match","ASV1540","Match","Match","Match","Match","Match","Match"
"895","ASV895","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis","Hannaella_sinensis","sSH1003194.09FU","0.9997928","Tremellales","1CB1CE64-36B9-11D5-9548-00D0592D548C","90451","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Hannaella_sinensis","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_sinensis",1,"Unique 100% match","ASV6601","Match","Match","Match","Match","Match","Match"
"896","ASV896","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fibroporia","Fibroporia_radiculosa","Fibroporia_radiculosa","sSH1053032.09FU","0.9999996","Fomitopsidaceae","1CB1CD22-36B9-11D5-9548-00D0592D548C","81772","9","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Probable","Polyporoid","Brown Rot","Most species are parasitic on woody plants, causing brown rots (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Fibroporia_radiculosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fibroporia","Fibroporia_radiculosa",1,"Unique 100% match","ASV7002","Match","Match","Match","Match","Match","Match"
"898","ASV898","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Dothideomycetes",NA,"1.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dothideomycetes","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia",NA,1,"Unique 100% match","ASV2329",NA,NA,NA,NA,"Match","Match"
"900","ASV900","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces","Sterigmatomyces_halophilus","Sterigmatomyces_halophilus",NA,"0.9616720","Agaricostilbaceae","1CB1CCAC-36B9-11D5-9548-00D0592D548C","82058","9","Saprotroph","Undefined Saprotroph","Possible","NULL","NULL","Probably saprobic, usually associated with dead palm tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Sterigmatomyces_halophilus","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Agaricostilbaceae","Sterigmatomyces",NA,1,"Unique 100% match","ASV5101",NA,"Match","Match","Match","Match","Match"
"902","ASV902","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","Skeletocutis_lilacina","Skeletocutis_lilacina","sSH1175127.09FU","1.0000000","Skeletocutis","1CB1A2C9-36B9-11D5-9548-00D0592D548C","18554","13","Saprotroph","|Wood Saprotroph|","Highly Probable","Polyporoid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Skeletocutis_lilacina","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Incrustoporiaceae","Skeletocutis","Skeletocutis_lilacina",1,"Unique 100% match","ASV2521","Match","Match","Match","Match","Match","Match"
"903","ASV903","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,"Polyporales",NA,"0.8648509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyporales","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae",NA,NA,1,"Unique 100% match","ASV6686",NA,NA,NA,"Match","Match","Match"
"904","ASV904","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes","sSH1210330.09FU","0.9989395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agaricomycetes","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,"Unique 100% match","ASV5944",NA,NA,NA,NA,"Match","Match"
"909","ASV909","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_roseipellis","Limonomyces_roseipellis","sSH1219907.09FU","0.9049871","Corticiaceae","1CB1CCF9-36B9-11D5-9548-00D0592D548C","80648","9","Pathotroph-Saprotroph","Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Corticioid-Microfungus","NULL","Saprobes or pathogens on a wide range of mainly woody substrata; a few species are lichenicolous and some are grass pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Limonomyces_roseipellis","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","Limonomyces_roseipellis",1,"Unique 100% match","ASV3360","Match","Match","Match","Match","Match","Match"
"916","ASV916","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA,"Meruliaceae",NA,"0.7385190","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Meruliaceae","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA,1,"Unique 100% match","ASV4153",NA,NA,"Match","Match","Match","Match"
"918","ASV918","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Peniophorella","Peniophorella_odontiiformis","Peniophorella_odontiiformis","sSH1124815.09FU","0.9993416","Peniophorella","0CB5C5A6-62A5-4579-B5A2-76797F4EBA35","18202","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Peniophorella_odontiiformis","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Peniophorella",NA,1,"Unique 100% match","ASV2108",NA,"Match","Match","Match","Match","Match"
"919","ASV919","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis",NA,"Neopestalotiopsis",NA,"0.9134082","Neopestalotiopsis","58011663-82AF-4B2A-93DC-EDA0011F6089","809759","13","Pathotroph","|Plant Pathogen|","Probable","Microfungus","NULL","NULL","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Neopestalotiopsis","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis",NA,1,"Unique 100% match","ASV7736",NA,"Match","Match","Match","Match","Match"
"920","ASV920","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Bjerkandera","Bjerkandera_adusta","Bjerkandera_adusta","sSH1177901.09FU","0.9865532","Bjerkandera","1CB1C50E-36B9-11D5-9548-00D0592D548C","17160","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-|Wood Saprotroph|","Highly Probable","Polyporoid","White Rot","As root_endophyte_dark_septate (Põlme et al. 2020); As white_rot (Põlme et al. 2020); As wood_pathogen (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Bjerkandera_adusta","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Bjerkandera","Bjerkandera_adusta",1,"Unique 100% match","ASV7005","Match","Match","Match","Match","Match","Match"
"921","ASV921","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Crepatura",NA,"Crepatura","sSH1217099.09FU","0.7072289","Crepatura","889559A6-2401-4708-965C-8828C992089C","830230","13","Saprotroph","|Wood Saprotroph|","Probable","Microfungus","White Rot","As white-rot (Pomle et al. 2020); Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Crepatura","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,"Unique 100% match","ASV3698",NA,NA,NA,NA,"Match","Match"
"922","ASV922","Fungi","Basidiomycota","Agaricomycetes",NA,"Xenasmataceae","Xenasmatella",NA,"Xenasmatella",NA,"0.9999375","Xenasmatella","1CB1CC85-36B9-11D5-9548-00D0592D548C","18756","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Xenasmatella","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,1,"Unique 100% match","ASV6519",NA,NA,NA,NA,"Match","Match"
"923","ASV923","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae",NA,NA,"Diatrypaceae",NA,"0.9483717","Diatrypaceae","1CB1CD09-36B9-11D5-9548-00D0592D548C","80692","9","Pathotroph-Saprotroph","Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Diatrypaceae","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae",NA,NA,1,"Unique 100% match","ASV3222",NA,NA,"Match","Match","Match","Match"
"924","ASV924","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Funalia","Funalia_floccosa","Funalia_floccosa","sSH1248998.09FU","0.9999807","Polyporaceae","1CB19B17-36B9-11D5-9548-00D0592D548C","81203","9","Saprotroph","Wood Saprotroph","Probable","Polyporoid","Brown Rot-White Rot","Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Funalia_floccosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Funalia","Funalia_floccosa",1,"Unique 100% match","ASV1747","Match","Match","Match","Match","Match","Match"
"926","ASV926","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium_inflatum","Phialemonium_inflatum","sSH0971256.09FU","0.9999446","Cephalothecaceae","1CB1CE98-36B9-11D5-9548-00D0592D548C","80571","9","Saprotroph","Fungal Parasite-Wood Saprotroph","Probable","Microfungus","NULL","Typically saprobic, fruiting on very rotten wood or other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phialemonium_inflatum","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium_inflatum",1,"Unique 100% match","ASV807","Match","Match","Match","Match","Match","Match"
"927","ASV927","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,"0.8670155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungi","Ascomycota",NA,NA,NA,NA,NA,1,"Unique 100% match","ASV3192",NA,NA,NA,NA,NA,NA
"929","ASV929","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA,"Saccharomycetales",NA,"0.7058816","Saccharomycetales","B73A15F4-AB90-4E11-B6D7-E0BE710B986C","816369","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Saccharomycetales","Fungi",NA,NA,NA,NA,NA,NA,1,"Unique 100% match","ASV7397",NA,NA,NA,NA,NA,NA
"930","ASV930","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia",NA,"Knufia","sSH1070852.09FU","0.9780263","Trichomeriaceae","B366E4F5-4360-49B3-BA47-86698B5D3511","800935","9","Symbiotroph","Epiphyte","Probable","Microfungus","NULL","Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)","Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))","Knufia","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia",NA,1,"Unique 100% match","ASV3060",NA,"Match","Match","Match","Match","Match"
