"","qseqid","kingdom","phylum","class","order","family","genus","species","assignment","species_hypothesis","Confidence.x","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","assignment.1","Kingdom","Phylum","Class","Order","Family","Genus","Species","n_100_hits","Match_Type","matched_sseqids"
"1","ASV1","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_halotolerans","Cladosporium_halotolerans","sSH2100630.09FU","0.9957844","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium_halotolerans","Fungi",NA,NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV6713;ASV7012;ASV7255;ASV7270;ASV7406;ASV7706;ASV7920;ASV7934;ASV7950;ASV8081"
"2","ASV2","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"Didymellaceae",NA,"0.9670901","Didymellaceae","F971F4FB-F68A-481E-B5F1-2BF2B753AA5D","508292","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","Didymellaceae","Fungi","Ascomycota",NA,NA,NA,NA,NA,7,"Multiple 100% matches","ASV8036;ASV8047;ASV8049;ASV8050;ASV8051;ASV8182;ASV8299"
"3","ASV3","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"Cladosporium",NA,"0.9630689","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV7515;ASV7546;ASV7578;ASV7607;ASV7750;ASV7823;ASV7847;ASV7898;ASV8048;ASV8192"
"4","ASV4","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"Cladosporium",NA,"0.8677805","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium","Fungi","Ascomycota",NA,NA,NA,NA,NA,7,"Multiple 100% matches","ASV5595;ASV5772;ASV5784;ASV5824;ASV6036;ASV6651;ASV6936"
"5","ASV5","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae",NA,NA,"Didymellaceae",NA,"0.9948787","Didymellaceae","F971F4FB-F68A-481E-B5F1-2BF2B753AA5D","508292","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","Didymellaceae","Fungi","Ascomycota",NA,NA,NA,NA,NA,9,"Multiple 100% matches","ASV8164;ASV8184;ASV8185;ASV8186;ASV8187;ASV8188;ASV8246;ASV8288;ASV8289"
"6","ASV6","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium","sSH1225252.09FU","0.9495887","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA,8,"Multiple 100% matches","ASV3820;ASV3846;ASV3965;ASV3995;ASV5249;ASV5367;ASV5987;ASV6908"
"7","ASV7","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium",NA,"Toxicocladosporium",NA,"0.9998907","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Toxicocladosporium","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV6122;ASV6160;ASV6234;ASV6449;ASV6615;ASV6768;ASV6833;ASV6885;ASV6899;ASV7211"
"8","ASV8","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Nectriaceae",NA,"0.9989626","Nectriaceae","1CB1CD7A-36B9-11D5-9548-00D0592D548C","81059","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))","Nectriaceae","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV6545;ASV6577;ASV6820;ASV6867;ASV6913;ASV6983;ASV7365;ASV7646;ASV7760;ASV8276"
"9","ASV9","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Aspergillus",NA,"0.9531604","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Aspergillus","Fungi","Ascomycota",NA,NA,NA,NA,NA,9,"Multiple 100% matches","ASV5597;ASV5648;ASV5686;ASV5725;ASV5801;ASV5921;ASV6145;ASV6146;ASV6245"
"10","ASV10","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_halotolerans","Cladosporium_halotolerans","sSH2100630.09FU","0.9718553","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium_halotolerans","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV3650;ASV3900;ASV4629;ASV4727;ASV5062;ASV5389;ASV5604;ASV6669;ASV6714;ASV7995"
"11","ASV11","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,"Acremonium","Acremonium_tubakii","Acremonium_tubakii","sSH1310858.09FU","0.9822399","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Acremonium_tubakii","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV6683;ASV6836;ASV6893;ASV6938;ASV7136;ASV7223;ASV7278;ASV7416;ASV7740;ASV7782"
"12","ASV12","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_restricta","Malassezia_restricta","sSH1102553.09FU","0.9999938","Malassezia restricta","0ED4066F-EEFE-46DE-95EC-94452E61766B","437921","20","Pathotroph","Animal Pathogen","Probable","NULL","NULL","Opportunistic human pathogen","https://www.cdc.gov ((https://www.cdc.gov))","Malassezia_restricta","Fungi","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","Malassezia_restricta",1,"Unique 100% match","ASV2729"
"13","ASV13","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_endophyticum","Cladosporium_endophyticum","sSH4359617.09FU","0.9832336","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium_endophyticum","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV3956;ASV4128;ASV4454;ASV4476;ASV4811;ASV4920;ASV5341;ASV6136;ASV6439;ASV7475"
"14","ASV14","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_equina","Exophiala_equina","sSH1072530.09FU","0.9763045","Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Exophiala_equina","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,10,"Multiple 100% matches","ASV6766;ASV6780;ASV6811;ASV7195;ASV7220;ASV7378;ASV7412;ASV7482;ASV7587;ASV8248"
"15","ASV15","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Verrucocladosporium",NA,"Verrucocladosporium",NA,"0.9997408","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Verrucocladosporium","Fungi",NA,NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV7585;ASV7586;ASV7688;ASV7890;ASV7939;ASV7947;ASV8100;ASV8116;ASV8183;ASV8191"
"16","ASV16","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium",NA,"Toxicocladosporium",NA,"0.8325458","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Toxicocladosporium","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","Toxicocladosporium_strelitziae",2,"Multiple 100% matches","ASV229;ASV6752"
"17","ASV17","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_lecanii-corni","Exophiala_lecanii-corni","sSH1107892.09FU","0.9994610","Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Exophiala_lecanii-corni","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_lecanii-corni",5,"Multiple 100% matches","ASV52;ASV7221;ASV7483;ASV7484;ASV7626"
"18","ASV18","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium",NA,"Toxicocladosporium",NA,"0.9130143","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Toxicocladosporium","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,7,"Multiple 100% matches","ASV4290;ASV45;ASV4978;ASV6326;ASV7165;ASV7222;ASV7323"
"19","ASV19","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae",NA,NA,"Polyporaceae",NA,"0.9999998","Polyporaceae","1CB19B17-36B9-11D5-9548-00D0592D548C","81203","9","Saprotroph","Wood Saprotroph","Probable","Polyporoid","Brown Rot-White Rot","Lignicolous, causing brown or white rot, mostly of broadleaved trees (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Polyporaceae","Fungi",NA,NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV5327;ASV5928;ASV6024;ASV6101;ASV7373;ASV7591;ASV7629;ASV7821;ASV7994;ASV8254"
"20","ASV20","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium_sphaerospermum","Cladosporium_sphaerospermum","sSH4358594.09FU","0.9973064","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium_sphaerospermum","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV4297;ASV4428;ASV5235;ASV5674;ASV6035;ASV6076;ASV6552;ASV6712;ASV6756;ASV6967"
"21","ASV21","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA,"Didymella",NA,"0.7070005","Didymellaceae","F971F4FB-F68A-481E-B5F1-2BF2B753AA5D","508292","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","Didymella","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella_gardeniae",4,"Multiple 100% matches","ASV125;ASV6704;ASV6944;ASV7589"
"22","ASV22","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae",NA,NA,"Herpotrichiellaceae",NA,"0.9999999","Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Herpotrichiellaceae","Fungi","Ascomycota",NA,NA,NA,NA,NA,6,"Multiple 100% matches","ASV66;ASV7442;ASV7940;ASV7993;ASV8237;ASV8243"
"23","ASV23","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae",NA,NA,"Peniophoraceae","sSH1068829.09FU","0.9916654","Peniophoraceae","1CB1CD8B-36B9-11D5-9548-00D0592D548C","81123","9","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Probable","Corticioid","White Rot","Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Peniophoraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ASV24","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_tonkinense","Fusarium_tonkinense","sSH3194730.09FU","0.7547132","Nectriaceae","1CB1CD7A-36B9-11D5-9548-00D0592D548C","81059","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))","Fusarium_tonkinense","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_tonkinense",8,"Multiple 100% matches","ASV41;ASV6858;ASV6927;ASV7097;ASV7297;ASV7364;ASV7536;ASV7641"
"25","ASV25","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium_sympodiophorum","Simplicillium_sympodiophorum","sSH1279241.09FU","0.7996374","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Simplicillium_sympodiophorum","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium_sympodiophorum",3,"Multiple 100% matches","ASV8108;ASV8168;ASV96"
"26","ASV26","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,"Ramularia",NA,"0.7161318","Mycosphaerellaceae","1CB1CD75-36B9-11D5-9548-00D0592D548C","81043","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Ramularia","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV4515;ASV4993;ASV5145;ASV6287;ASV6367;ASV7075;ASV7444;ASV7614;ASV7931;ASV8234"
"27","ASV27","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,"0.9161619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,10,"Multiple 100% matches","ASV5522;ASV7487;ASV7541;ASV7592;ASV7610;ASV7628;ASV7685;ASV7716;ASV8034;ASV8124"
"28","ASV28","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora","Dothiora_infuscans","Dothiora_infuscans","sSH1204667.09FU","0.9999996","Dothiora","F5AB58E1-AB0A-4087-BA0B-F0197750FA9A","1702","13"," Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Microfungus","NULL","Decay: wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Dothiora_infuscans","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothiora","Dothiora_infuscans",2,"Multiple 100% matches","ASV4668;ASV5220"
"29","ASV29","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium",NA,"0.9211908","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA,9,"Multiple 100% matches","ASV6739;ASV6808;ASV6840;ASV7260;ASV7299;ASV7457;ASV7606;ASV7679;ASV7805"
"30","ASV30","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"Alternaria",NA,"0.9999949","Pleosporaceae","1CB1CDA2-36B9-11D5-9548-00D0592D548C","81188","9","Pathotroph-Saprotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Necrotrophic pathogens and saprobes, especially associated with grasses. Many species are seed-borne (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))","Alternaria","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_angustiovoidea",7,"Multiple 100% matches","ASV3621;ASV4453;ASV6104;ASV6286;ASV6597;ASV7346;ASV7812"
"31","ASV31","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Knufia","Knufia_tsunedae","Knufia_tsunedae","sSH1682696.09FU","0.9858158","Trichomeriaceae","B366E4F5-4360-49B3-BA47-86698B5D3511","800935","9","Symbiotroph","Epiphyte","Probable","Microfungus","NULL","Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)","Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))","Knufia_tsunedae","Fungi","Ascomycota",NA,NA,NA,NA,NA,10,"Multiple 100% matches","ASV7196;ASV7226;ASV7276;ASV7277;ASV7625;ASV7631;ASV7640;ASV7813;ASV7943;ASV7944"
"32","ASV32","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_phaeomuriformis","Exophiala_phaeomuriformis","sSH1066734.09FU","0.9998886","Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Exophiala_phaeomuriformis","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_phaeomuriformis",2,"Multiple 100% matches","ASV128;ASV7734"
