"","qseqid","kingdom","phylum","class","order","family","genus","species","assignment","species_hypothesis","Confidence.x","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","assignment.1","Kingdom","Phylum","Class","Order","Family","Genus","Species","n_100_hits","Match_Type","matched_sseqids"
"1314","ASV1314","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",NA,"Marasmius",NA,"0.8225995","Marasmiaceae","FD8F4798-F0FB-492E-B5E9-971374378CD8","80977","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Agaricoid","NULL","Species in Moniliophthora are devastating pathogens of tree crops, causing witches broom disease; Saprobic on litter and dead wood, or parasitic on woody plants - often one of the most prominent fungal components of tropical forests, playing a major role in nutrient cycling (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))","Marasmius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","ASV1315","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","Hymenochaete_boidinii","Hymenochaete_boidinii","sSH1027113.09FU","0.9700995","Hymenochaetaceae","CC29D6F9-5984-496D-97E7-42EB138C1FEE","536196","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Wood Saprotroph","Probable","Corticioid-Polyporoid","NULL","Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Hymenochaete_boidinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","ASV1316","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","sSH1043844.09FU","0.8528963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","ASV1317","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_variegata","Coprinopsis_variegata","sSH1204405.09FU","0.9883675","Psathyrellaceae","F36155B5-ADC2-4C2C-83F3-2D3778EA9B7F","82127","9","Saprotroph","Dung Saprotroph-Plant Saprotroph-Wood Saprotroph","Probable","Agaricoid","NULL","Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Coprinopsis_variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","ASV1318","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes","sSH1143945.09FU","1.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","ASV1319","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Conoideocrella","Conoideocrella_luteorostrata","Conoideocrella_luteorostrata","sSH0978453.09FU","0.9999943","Clavicipitaceae","E3347AFD-FD7B-4351-B2B0-1A826A472A17","80608","9","Pathotroph-Symbiotroph","Endophyte-Epiphyte-Fungal Parasite-Insect Parasite","Possible","Microfungus","NULL","Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Conoideocrella_luteorostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","ASV1320","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Coccomyces","Coccomyces_radiatus","Coccomyces_radiatus","sSH1023306.09FU","0.9997214","Rhytismataceae","1CB1CDBD-36B9-11D5-9548-00D0592D548C","81352","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Leaf Saprotroph-Plant Pathogen","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on leaves and bark, often initially as endophytes, causing tar spots, premature leaf fall and occasionally witches broom symptoms (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Coccomyces_radiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","ASV1321","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia_asteliae","Mollisia_asteliae","sSH0934503.09FU","0.9999988","Mollisia","1CB193E8-36B9-11D5-9548-00D0592D548C","3239","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-|Plant Pathogen|-Plant Saprotroph","Probable","Microfungus-Pezizoid","Soft Rot","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Dark Septate Endophyte, known from plant roots.; Decay leaf, fruit, seed (Põlme et al. 2020)","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110)); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as Plant Pathogen); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Mollisia_asteliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","ASV1322","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_udagawae","Gymnoascus_udagawae","sSH1118893.09FU","0.7831610","Gymnoascaceae","1CB18C18-36B9-11D5-9548-00D0592D548C","80822","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Probable","Microfungus","NULL","Keratinophilic or cellulolytic, usually encountered as isolations from soil, dung, etc. (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Gymnoascus_udagawae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","ASV1323","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"Preussia",NA,"0.9964041","Sporormiaceae","1CB1CDD8-36B9-11D5-9548-00D0592D548C","81414","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Preussia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","ASV1324","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae",NA,NA,"Clavicipitaceae","sSH1111214.09FU","0.9999383","Clavicipitaceae","E3347AFD-FD7B-4351-B2B0-1A826A472A17","80608","9","Pathotroph-Symbiotroph","Endophyte-Epiphyte-Fungal Parasite-Insect Parasite","Possible","Microfungus","NULL","Parasitic, endophytic or epiphytic on Insecta, other fungi or Gamineae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Clavicipitaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","ASV1325","Fungi","Ascomycota","Lecanoromycetes","Lecanorales",NA,NA,NA,"Lecanorales",NA,"0.7997901","Lecanorales","1CB1CE34-36B9-11D5-9548-00D0592D548C","90480","7","Pathotroph-Symbiotroph","Lichen Parasite-Lichenized","Probable","Microfungus-Thallus","NULL","Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))","Lecanorales","Fungi","Ascomycota","Lecanoromycetes","Lecanorales",NA,NA,NA,1,"Unique 100% match","ASV5118"
"1326","ASV1326","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","sSH0986341.09FU","0.9947984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","ASV1327","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera",NA,"Cyberlindnera",NA,"0.9996976","Saccharomycetales","B73A15F4-AB90-4E11-B6D7-E0BE710B986C","816369","7","Saprotroph","Undefined Saprotroph","Possible","Yeast","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Cyberlindnera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","ASV1328","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Moellerodiscus",NA,"Moellerodiscus","sSH0919285.09FU","0.9317378","Sclerotiniaceae","1CB1A350-36B9-11D5-9548-00D0592D548C","81363","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Primarily necrotrophs, infecting roots, leaves, fruits, seeds, etc. and causing moulds, damping off etc. Sclerotia often overwinter and can survive for long periods in soil (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Moellerodiscus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","ASV1329","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Dothideomycetes",NA,"0.9365082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dothideomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","ASV1330","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","Spiculogloeaceae","Phyllozyma",NA,"Phyllozyma",NA,"0.9993825","Phyllozyma","E272D33F-749B-46F4-BC9A-C67F62579B43","813102","13","Saprotroph-Symbiotroph","|Epiphyte|-Plant Saprotroph","Probable","Yeast","NULL","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Phyllozyma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","ASV1331","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,"0.8688672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","ASV1332","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales",NA,"0.9997950","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Hypocreales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","ASV1333","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA,"Pezizales","sSH0979315.09FU","0.9853535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pezizales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","ASV1334","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae",NA,NA,"Dermateaceae",NA,"0.9873602","Dermateaceae","1CB186AD-36B9-11D5-9548-00D0592D548C","80686","9","Pathotroph-Saprotroph","Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Dermateaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","ASV1335","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae",NA,NA,"Teratosphaeriaceae",NA,"0.9919496","Teratosphaeriaceae","87A3FDCC-E75C-4F2E-B987-C7579847CE32","504465","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)","Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))","Teratosphaeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","ASV1336","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,"Gnomoniaceae",NA,"0.8184656","Gnomoniaceae","F36F48E8-C228-4922-8DB6-AE905CA55412","80810","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Most species are saprobes or endophytes in leaves and bark, but a few are neurotrophic pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Gnomoniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","ASV1337","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Venturiocistella",NA,"Venturiocistella","sSH0967852.09FU","0.9998747","Hyaloscyphaceae","1CB18D86-36B9-11D5-9548-00D0592D548C","80871","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Microfungus","NULL","Saprobic on woody and herbaceous material (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Venturiocistella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","ASV1338","Fungi",NA,NA,NA,NA,NA,NA,NA,"sSH0999921.09FU","0.7751398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","ASV1339","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Pleosporales","sSH0958234.09FU","0.9852966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pleosporales","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis",NA,NA,1,"Unique 100% match","ASV5638"
"1340","ASV1340","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae",NA,NA,"Neodevriesiaceae",NA,"0.7859413","Neodevriesiaceae","F8168581-D82E-4A75-9190-C7925084B4CA","807766","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)","Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))","Neodevriesiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","ASV1341","Fungi","Ascomycota","Lecanoromycetes",NA,NA,NA,NA,"Lecanoromycetes","sSH0909109.09FU","0.9984948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lecanoromycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","ASV1342","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,"Dothideomycetes",NA,"0.8392183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dothideomycetes","Fungi",NA,NA,NA,NA,NA,NA,1,"Unique 100% match","ASV6177"
"1343","ASV1343","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Xenoteratosphaeria",NA,"Xenoteratosphaeria","sSH1084421.09FU","0.9996684","Teratosphaeriaceae","87A3FDCC-E75C-4F2E-B987-C7579847CE32","504465","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)","Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))","Xenoteratosphaeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","ASV1344","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,"Arthrocatena",NA,"Arthrocatena",NA,"0.9999055","Arthrocatena","60CB312E-F1B8-4BED-A2B2-0029234D5C8B","829384","13","Saprotroph","|Undefined Saprotroph|","Highly Probable","Microfungus","NULL","As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020); On rock (Egidi et al. 2014)","Egidi E, et al. 2014. Fungal Diversity 65:127-165 ((https://doi.org/10.1007/s13225-013-0277-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Arthrocatena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","ASV1345","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Meruliopsis",NA,"Meruliopsis",NA,"0.8107184","Meruliopsis","1CB1C8D8-36B9-11D5-9548-00D0592D548C","18050","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Meruliopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","ASV1346","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA,"Auriculariales","sSH1090755.09FU","0.8065385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auriculariales","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis",NA,NA,1,"Unique 100% match","ASV1774"
"1347","ASV1347","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Pseudorobillarda",NA,"Pseudorobillarda","sSH0945276.09FU","0.9998218","Pseudorobillarda","9656EB28-92AD-4DDF-8E40-1961377B8D6F","9607","13","Pathotroph-Saprotroph","Lichen Parasite-|Wood Saprotroph|","Probable","Microfungus","NULL","Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Pseudorobillarda","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pseudorobillarda",NA,1,"Unique 100% match","ASV6563"
"1348","ASV1348","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,"Ceratobasidiaceae",NA,"0.9997047","Ceratobasidiaceae","1CB1CCDC-36B9-11D5-9548-00D0592D548C","80572","9","Pathotroph-Saprotroph-Symbiotroph","Endomycorrhizal-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Ceratobasidiaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","ASV1349","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella",NA,"Rhinocladiella","sSH1289112.09FU","0.9973135","Herpotrichiellaceae","1CB1CD37-36B9-11D5-9548-00D0592D548C","80856","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Probable","Facultative Yeast-Microfungus","NULL","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Rhinocladiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","ASV1350","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium","Simplicillium_cylindrosporum","Simplicillium_cylindrosporum","sSH1279243.09FU","0.7859767","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Simplicillium_cylindrosporum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","ASV1351","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Crustodontia","Crustodontia_chrysocreas","Crustodontia_chrysocreas","sSH1125515.09FU","0.9716347","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Crustodontia_chrysocreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","ASV1352","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,"Cordycipitaceae",NA,"0.7624970","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Cordycipitaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","ASV1353","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus",NA,"Coprinellus","sSH1198942.09FU","0.9368424","Psathyrellaceae","F36155B5-ADC2-4C2C-83F3-2D3778EA9B7F","82127","9","Saprotroph","Dung Saprotroph-Plant Saprotroph-Wood Saprotroph","Probable","Agaricoid","NULL","Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Coprinellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","ASV1354","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales",NA,"0.9993170","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Hypocreales","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Parasarocladium",NA,1,"Unique 100% match","ASV5635"
"1355","ASV1355","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,"Polyporales","sSH0893708.09FU","0.8468637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","ASV1356","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales",NA,"0.9845880","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Hypocreales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","ASV1357","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,"Phaeosphaeriaceae",NA,"0.7009760","Phaeosphaeriaceae","1CB1CD8E-36B9-11D5-9548-00D0592D548C","81637","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phaeosphaeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","ASV1358","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_halima","Phaeosphaeria_halima","sSH0970706.09FU","0.7593502","Phaeosphaeriaceae","1CB1CD8E-36B9-11D5-9548-00D0592D548C","81637","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phaeosphaeria_halima","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_spartinicola",1,"Unique 100% match","ASV4967"
"1359","ASV1359","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,"0.7424459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungi",NA,NA,NA,NA,NA,NA,1,"Unique 100% match","ASV8077"
"1360","ASV1360","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella_pinicola","Tulasnella_pinicola","sSH0897754.09FU","0.9999996","Tulasnellaceae","1CB1CDF5-36B9-11D5-9548-00D0592D548C","81504","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Undefined Saprotroph","Probable","Corticioid","NULL","Typically found on decaying wood and other rotting vegetation, presumably saprobic in nutrition. Many anamorphic taxa have mycorrhizal associations with orchids. The linkages between teleomorph and anamorph need further study; some Epulorhiza species have associations with the Sebacinaceae rather than Tulasnellaceae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Tulasnella_pinicola","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella_pinicola",1,"Unique 100% match","ASV1946"
"1361","ASV1361","Fungi",NA,NA,NA,NA,NA,NA,NA,NA,"0.8291481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,1,"Unique 100% match","ASV7575"
"1362","ASV1362","Fungi","Ascomycota","Xylonomycetes","Symbiotaphrinales","Symbiotaphrinaceae","Symbiotaphrina","Symbiotaphrina_lignicola","Symbiotaphrina_lignicola","sSH1432267.09FU","0.9869715","Symbiotaphrina","0FCCFBF5-BEAB-4B7C-97BC-4785417B1738","10148","13"," Symbiotroph-Saprotroph-Symbiotroph","|Animal Symbiotroph|-Plant Saprotroph","Probable","Yeast","NULL","As animal_endosymbiont (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Symbiotaphrina_lignicola","Fungi","Ascomycota","Xylonomycetes","Symbiotaphrinales","Symbiotaphrinaceae","Symbiotaphrina","Symbiotaphrina_lignicola",1,"Unique 100% match","ASV2944"
